Date,Open,High,Low,Close,Adj Close,Volume,Currency Name
2020-05-09,213.142166,214.73912,209.071518,211.600128,211.600128,18950547549.0,Ethereum
2020-05-10,211.5522,211.5522,182.711166,188.599564,188.599564,25211575193.0,Ethereum
2020-05-11,188.632187,191.362335,180.718338,185.912842,185.912842,20054601647.0,Ethereum
2020-05-12,185.877335,191.601349,185.701797,189.3125,189.3125,15899726284.0,Ethereum
2020-05-13,189.3741,200.197327,189.127701,199.193283,199.193283,17054662289.0,Ethereum
2020-05-14,198.89151,204.117599,196.86882,202.949097,202.949097,20150524861.0,Ethereum
2020-05-15,202.955399,203.566391,193.755676,195.622665,195.622665,16602342092.0,Ethereum
2020-05-16,195.613388,202.771194,194.501587,200.677124,200.677124,15379081645.0,Ethereum
2020-05-17,200.608871,209.160934,200.102798,207.158691,207.158691,15470397303.0,Ethereum
2020-05-18,207.179779,215.908463,207.10907,214.525055,214.525055,17411566928.0,Ethereum
2020-05-19,214.604935,214.604935,210.143051,213.451111,213.451111,14346192779.0,Ethereum
2020-05-20,213.446243,214.716827,207.975815,210.096741,210.096741,12730175511.0,Ethereum
2020-05-21,210.12915,211.625183,193.346436,199.883606,199.883606,13308321229.0,Ethereum
2020-05-22,199.837112,208.591537,198.040863,207.169189,207.169189,12041592114.0,Ethereum
2020-05-23,207.194489,210.386459,205.29422,208.694397,208.694397,10665476768.0,Ethereum
2020-05-24,208.716064,210.595078,202.370346,202.370346,202.370346,11833299572.0,Ethereum
2020-05-25,201.982651,206.36145,200.667557,205.319748,205.319748,10415044124.0,Ethereum
2020-05-26,205.259567,205.752548,200.264282,201.902313,201.902313,10159741290.0,Ethereum
2020-05-27,201.893005,208.863434,201.785065,208.863434,208.863434,10631034756.0,Ethereum
2020-05-28,208.885437,220.276505,206.242661,219.840424,219.840424,12212469604.0,Ethereum
2020-05-29,219.92504900000003,224.216873,218.238052,220.675125,220.675125,12265816557.0,Ethereum
2020-05-30,220.717209,243.943146,218.744461,242.345596,242.345596,15027397867.0,Ethereum
2020-05-31,242.351379,244.045258,230.052826,230.975708,230.975708,12234904813.0,Ethereum
2020-06-01,230.86026,248.236282,230.488052,246.99176,246.99176,13951727936.0,Ethereum
2020-06-02,246.828186,252.222,233.225296,237.219055,237.219055,13782107567.0,Ethereum
2020-06-03,237.39521800000003,244.179321,235.464447,244.179321,244.179321,9861760817.0,Ethereum
2020-06-04,244.105286,245.92897,236.765305,244.426392,244.426392,10170414304.0,Ethereum
2020-06-05,244.349594,247.329498,240.682053,241.221985,241.221985,9293963914.0,Ethereum
2020-06-06,241.201355,245.981049,239.724533,241.93132000000003,241.93132000000003,8114873845.0,Ethereum
2020-06-07,241.908081,245.435257,236.325256,245.167252,245.167252,9544883157.0,Ethereum
2020-06-08,245.17857400000003,246.644196,241.542191,246.309906,246.309906,8076783299.0,Ethereum
2020-06-09,246.175018,248.342438,242.33854700000003,244.911453,244.911453,8446545788.0,Ethereum
2020-06-10,244.822067,248.651154,242.819748,247.444946,247.444946,8792990206.0,Ethereum
2020-06-11,247.548538,249.888306,229.942978,231.702667,231.702667,12356528860.0,Ethereum
2020-06-12,231.625458,239.354691,229.645065,237.49321,237.49321,8868955009.0,Ethereum
2020-06-13,237.544617,239.1931,235.889679,238.908844,238.908844,7141624980.0,Ethereum
2020-06-14,238.968185,239.101456,232.95819100000003,234.1147,234.1147,7439385176.0,Ethereum
2020-06-15,234.058304,234.237839,221.24176,229.928909,229.928909,10536099884.0,Ethereum
2020-06-16,229.762299,236.394302,228.426147,234.41616800000003,234.41616800000003,7965648016.0,Ethereum
2020-06-17,234.492371,235.954056,229.341644,233.028275,233.028275,7701391592.0,Ethereum
2020-06-18,232.89869700000003,234.570648,228.951431,232.101166,232.101166,6713800872.0,Ethereum
2020-06-19,231.954971,232.154114,226.795181,227.13829,227.13829,6946372590.0,Ethereum
2020-06-20,226.976364,231.44902,226.640625,229.274261,229.274261,6252830566.0,Ethereum
2020-06-21,229.216141,232.358948,228.492996,228.98982200000003,228.98982200000003,5600408178.0,Ethereum
2020-06-22,229.003372,243.77601600000003,228.934738,242.533188,242.533188,9079586552.0,Ethereum
2020-06-23,242.537018,244.86441,239.759735,244.142151,244.142151,6624530348.0,Ethereum
2020-06-24,244.185928,248.508026,232.80773900000003,235.772461,235.772461,8815030025.0,Ethereum
2020-06-25,235.70285,236.053406,230.2966,232.944489,232.944489,7010426122.0,Ethereum
2020-06-26,232.877487,233.901932,229.25946,229.668045,229.668045,7187490226.0,Ethereum
2020-06-27,229.631485,232.493423,220.564575,222.959793,222.959793,6918380955.0,Ethereum
2020-06-28,222.91449,228.598282,219.472672,225.347168,225.347168,6205925718.0,Ethereum
2020-06-29,225.361435,229.903214,222.25499,228.19487,228.19487,6726164653.0,Ethereum
2020-06-30,227.96843,229.476807,224.815186,226.315002,226.315002,6094093001.0,Ethereum
2020-07-01,226.134583,232.756119,224.835739,231.113419,231.113419,6463737443.0,Ethereum
2020-07-02,231.28891,232.396881,225.46196,229.392197,229.392197,6212210566.0,Ethereum
2020-07-03,229.318954,229.629318,224.913971,225.38707,225.38707,5109032700.0,Ethereum
2020-07-04,225.288483,230.054138,225.133316,229.074112,229.074112,5228310135.0,Ethereum
2020-07-05,228.976196,229.85672,224.544495,227.664597,227.664597,5292172429.0,Ethereum
2020-07-06,227.685013,242.132706,227.029526,241.510223,241.510223,8782917553.0,Ethereum
2020-07-07,240.972595,242.681854,234.218658,239.075531,239.075531,6441497597.0,Ethereum
2020-07-08,239.159973,248.308868,238.398376,246.670013,246.670013,9892586411.0,Ethereum
2020-07-09,246.748291,247.29167200000003,239.898651,243.015961,243.015961,8429099199.0,Ethereum
2020-07-10,242.868011,242.883789,236.73053,240.984985,240.984985,7281370522.0,Ethereum
2020-07-11,241.044785,241.527481,238.331238,239.458176,239.458176,5643067316.0,Ethereum
2020-07-12,239.459641,243.311142,237.77021800000003,242.13169900000003,242.13169900000003,6596394718.0,Ethereum
2020-07-13,242.18187000000003,244.310516,238.232376,239.604584,239.604584,7787751468.0,Ethereum
2020-07-14,239.975616,242.003784,237.796188,240.211487,240.211487,7357458555.0,Ethereum
2020-07-15,240.143646,241.402695,237.096176,238.423523,238.423523,6189328448.0,Ethereum
2020-07-16,238.450912,239.006256,231.62117,233.640884,233.640884,5832057567.0,Ethereum
2020-07-17,233.691391,234.41507,232.10997000000003,232.773087,232.773087,5859850529.0,Ethereum
2020-07-18,232.855682,236.543976,232.32489,235.48381,235.48381,5397402117.0,Ethereum
2020-07-19,235.458298,239.16069,233.279739,238.487518,238.487518,6251377305.0,Ethereum
2020-07-20,238.494873,239.576248,234.852646,236.153168,236.153168,5600686192.0,Ethereum
2020-07-21,236.302505,246.186264,235.680969,245.016724,245.016724,6806696015.0,Ethereum
2020-07-22,245.037262,262.985046,242.484344,262.190643,262.190643,7702077383.0,Ethereum
2020-07-23,262.388641,277.583466,261.047089,274.689056,274.689056,10281309262.0,Ethereum
2020-07-24,274.722687,286.192841,269.239777,279.21542400000004,279.21542400000004,9466060358.0,Ethereum
2020-07-25,279.026367,306.740997,279.026367,304.056763,304.056763,10785021813.0,Ethereum
2020-07-26,303.692383,316.386322,300.267822,309.643616,309.643616,12003973026.0,Ethereum
2020-07-27,309.657928,330.701202,309.657928,321.5140990000001,321.5140990000001,15644257058.0,Ethereum
2020-07-28,321.829742,325.905975,307.721344,316.657257,316.657257,12357108065.0,Ethereum
2020-07-29,316.555359,324.380798,313.109589,318.1908870000001,318.1908870000001,10878845706.0,Ethereum
2020-07-30,318.144989,338.631195,315.751099,334.586639,334.586639,11827689045.0,Ethereum
2020-07-31,334.633728,348.611359,329.340942,345.554657,345.554657,12030600492.0,Ethereum
2020-08-01,345.798615,388.847961,343.5874330000001,385.199707,385.199707,14045259477.0,Ethereum
2020-08-02,385.549866,411.228302,357.143646,370.6717220000001,370.6717220000001,18909744275.0,Ethereum
2020-08-03,371.13385,396.506989,369.336334,386.295166,386.295166,12834648062.0,Ethereum
2020-08-04,386.156464,400.700623,382.985107,389.875488,389.875488,14086704221.0,Ethereum
2020-08-05,389.710815,406.303955,386.218475,401.590576,401.590576,12875466638.0,Ethereum
2020-08-06,401.583862,403.488678,392.600189,394.961945,394.961945,11304626458.0,Ethereum
2020-08-07,395.226868,398.249023,367.935516,379.512848,379.512848,12751687084.0,Ethereum
2020-08-08,379.551575,393.987366,377.349731,393.987366,393.987366,9342060531.0,Ethereum
2020-08-09,395.305237,399.737091,385.830719,391.120453,391.120453,9451065592.0,Ethereum
2020-08-10,391.041504,399.375946,391.041504,395.887573,395.887573,11685827893.0,Ethereum
2020-08-11,395.894714,398.478912,370.860626,380.384064,380.384064,12792218737.0,Ethereum
2020-08-12,380.063812,391.312317,367.923615,391.02417,391.02417,12408772745.0,Ethereum
2020-08-13,390.838104,432.904602,379.710876,428.741791,428.741791,18480303526.0,Ethereum
2020-08-14,428.677277,444.577759,423.345856,437.397827,437.397827,15064589987.0,Ethereum
2020-08-15,437.562988,441.754608,429.874603,433.35491900000005,433.35491900000005,12416067894.0,Ethereum
2020-08-16,433.350586,436.265839,415.086243,433.786621,433.786621,12168816874.0,Ethereum
2020-08-17,433.973755,442.734985,422.647278,429.53125,429.53125,13227089410.0,Ethereum
2020-08-18,429.669617,432.580292,419.674103,423.669312,423.669312,11978984079.0,Ethereum
2020-08-19,423.73858600000005,427.024658,396.678345,406.463776,406.463776,13137391167.0,Ethereum
2020-08-20,406.758911,418.734436,404.026093,416.439789,416.439789,10043032427.0,Ethereum
2020-08-21,416.148773,418.63797,387.441132,389.126343,389.126343,11781796374.0,Ethereum
2020-08-22,389.0310970000001,396.466583,382.814636,395.835144,395.835144,10131847985.0,Ethereum
2020-08-23,395.562836,396.490417,385.039795,391.384491,391.384491,8137303970.0,Ethereum
2020-08-24,391.678986,409.38858,389.314606,408.144196,408.144196,10328860398.0,Ethereum
2020-08-25,408.071686,408.527924,374.355377,384.001038,384.001038,12428442042.0,Ethereum
2020-08-26,383.977448,391.87326,378.705841,386.466125,386.466125,9967343483.0,Ethereum
2020-08-27,386.609863,395.349182,374.866486,382.632629,382.632629,10457777652.0,Ethereum
2020-08-28,382.629578,397.757629,381.273834,395.874664,395.874664,9120674421.0,Ethereum
2020-08-29,395.687592,405.616364,393.037415,399.921478,399.921478,8777703481.0,Ethereum
2020-08-30,399.616699,428.663971,399.608368,428.395721,428.395721,11211948040.0,Ethereum
2020-08-31,428.509003,438.560333,419.770172,435.079742,435.079742,12774741797.0,Ethereum
2020-09-01,434.874451,487.211884,432.079193,477.05191,477.05191,18862763756.0,Ethereum
2020-09-02,477.007874,480.330994,424.460022,440.040497,440.040497,19691854014.0,Ethereum
2020-09-03,440.23999,449.532471,381.1297,385.671936,385.671936,19622845896.0,Ethereum
2020-09-04,384.671631,402.411743,371.636688,388.24115,388.24115,16747106257.0,Ethereum
2020-09-05,388.038391,394.172272,316.774353,335.260071,335.260071,29880047640.0,Ethereum
2020-09-06,335.334564,359.764038,319.041901,353.362274,353.362274,27643678917.0,Ethereum
2020-09-07,353.450256,358.211884,326.254364,352.673492,352.673492,21763614732.0,Ethereum
2020-09-08,353.202271,355.5628660000001,328.816772,337.6021120000001,337.6021120000001,17991403432.0,Ethereum
2020-09-09,337.824921,359.16449,332.165009,351.1100160000001,351.1100160000001,14547933520.0,Ethereum
2020-09-10,351.429321,377.393585,351.111755,368.101898,368.101898,31421134556.0,Ethereum
2020-09-11,368.1185,376.630402,355.582581,374.695587,374.695587,27296269329.0,Ethereum
2020-09-12,374.595398,387.538452,367.842194,387.183105,387.183105,13295405814.0,Ethereum
2020-09-13,387.519287,388.959808,354.340179,365.570007,365.570007,15005899191.0,Ethereum
2020-09-14,365.699585,384.485199,357.569763,377.26886,377.26886,17536695361.0,Ethereum
2020-09-15,377.154022,381.508301,363.606812,364.839203,364.839203,16140584321.0,Ethereum
2020-09-16,364.743988,372.767426,356.682739,365.812286,365.812286,16107612177.0,Ethereum
2020-09-17,365.865784,393.901611,364.795135,389.019226,389.019226,19899531080.0,Ethereum
2020-09-18,389.337494,391.904144,376.964996,384.364532,384.364532,14108357740.0,Ethereum
2020-09-19,384.041656,387.076355,378.72406,385.544373,385.544373,11049507684.0,Ethereum
2020-09-20,385.597992,385.597992,367.09436,371.052826,371.052826,12292195784.0,Ethereum
2020-09-21,371.400146,375.73703,336.0689700000001,341.7860720000001,341.7860720000001,17398267133.0,Ethereum
2020-09-22,341.723816,346.60083,336.855042,344.503174,344.503174,12732578043.0,Ethereum
2020-09-23,344.622498,345.63559,317.692078,320.5855410000001,320.5855410000001,12047020995.0,Ethereum
2020-09-24,320.618317,351.46463,318.418976,349.356659,349.356659,13460565701.0,Ethereum
2020-09-25,349.363129,357.957245,339.350311,352.161865,352.161865,12254269350.0,Ethereum
2020-09-26,352.53125,355.960632,348.129639,354.965271,354.965271,11036752997.0,Ethereum
2020-09-27,354.587219,362.051361,349.0943910000001,357.321686,357.321686,11464393949.0,Ethereum
2020-09-28,357.311157,366.890259,354.825134,354.9505,354.9505,12102509266.0,Ethereum
2020-09-29,354.974823,360.793488,351.819458,359.963409,359.963409,10286529445.0,Ethereum
2020-09-30,359.942352,361.210327,353.614349,360.022369,360.022369,9773649426.0,Ethereum
2020-10-01,360.004639,369.286987,347.197937,353.231293,353.231293,12360670278.0,Ethereum
2020-10-02,353.220184,354.075226,337.356934,346.532654,346.532654,12946215647.0,Ethereum
2020-10-03,346.502655,351.62793,344.886658,347.321594,347.321594,8599594017.0,Ethereum
2020-10-04,347.27243,354.253326,345.398712,353.121918,353.121918,9308536486.0,Ethereum
2020-10-05,353.045807,355.217896,350.197632,354.2771,354.2771,9933790982.0,Ethereum
2020-10-06,354.137787,355.504059,338.520233,341.0211490000001,341.0211490000001,11497841885.0,Ethereum
2020-10-07,341.091675,342.591248,335.5336,342.119781,342.119781,10537119715.0,Ethereum
2020-10-08,342.094971,352.800385,336.497101,351.455658,351.455658,11511016796.0,Ethereum
2020-10-10,365.402466,378.267151,365.354034,370.96759,370.96759,13618484324.0,Ethereum
2020-10-11,370.928436,377.246796,369.828033,375.142059,375.142059,12584512533.0,Ethereum
2020-10-14,381.971466,387.296173,374.175018,379.484039,379.484039,13918846567.0,Ethereum
2020-10-15,379.19223,381.208771,371.354126,377.441833,377.441833,14964182545.0,Ethereum
2020-10-16,377.8685,380.021515,362.597412,366.229004,366.229004,14670784817.0,Ethereum
2020-10-17,366.015717,369.768127,364.489014,368.855927,368.855927,10951115359.0,Ethereum
2020-10-18,368.727539,378.597656,368.12915,378.213684,378.213684,11047103109.0,Ethereum
2020-10-19,378.469635,383.317657,373.702271,379.935608,379.935608,12811242092.0,Ethereum
2020-10-20,379.719696,380.761017,367.601074,369.136902,369.136902,13741586582.0,Ethereum
2020-10-21,369.059418,400.627258,368.727966,392.189972,392.189972,20241324322.0,Ethereum
2020-10-22,391.488617,420.141663,391.276306,413.77298,413.77298,15772846485.0,Ethereum
2020-10-23,414.051331,418.95993,403.082031,409.766693,409.766693,14256222052.0,Ethereum
2020-10-24,409.767242,416.59967,407.851715,412.457611,412.457611,12201739194.0,Ethereum
2020-10-25,412.457642,417.15921,405.350647,406.217773,406.217773,10890207469.0,Ethereum
2020-10-26,406.217987,411.279877,383.782898,393.888306,393.888306,15155684229.0,Ethereum
2020-10-27,393.888184,409.772858,390.608459,403.99704,403.99704,13940434102.0,Ethereum
2020-10-28,403.997101,408.964752,381.146332,388.650757,388.650757,15276441134.0,Ethereum
2020-10-29,388.651062,393.227692,381.288757,386.730103,386.730103,12920477749.0,Ethereum
2020-10-30,386.730255,391.464722,375.092407,382.819977,382.819977,13688056970.0,Ethereum
2020-10-31,382.820038,393.010132,381.295258,386.590332,386.590332,11276963426.0,Ethereum
2020-11-01,386.590332,397.116119,385.165527,396.358185,396.358185,10475146018.0,Ethereum
2020-11-02,396.355988,403.240753,381.017639,383.156738,383.156738,13997574252.0,Ethereum
2020-11-03,383.156036,389.515381,371.312744,387.602173,387.602173,12588494762.0,Ethereum
2020-11-04,387.60321,407.665649,377.827606,402.141998,402.141998,15126077675.0,Ethereum
2020-11-05,402.142944,417.52594,397.245819,414.067352,414.067352,15440711038.0,Ethereum
2020-11-06,414.066711,456.20062300000006,412.9823,454.719299,454.719299,16738305610.0,Ethereum
2020-11-07,454.722565,465.675476,428.45636,435.713135,435.713135,18873289788.0,Ethereum
2020-11-08,435.718811,457.780457,433.1537780000001,453.554779,453.554779,11292383601.0,Ethereum
2020-11-09,453.574158,457.349609,435.163879,444.163055,444.163055,13704320630.0,Ethereum
2020-11-10,444.16638200000006,453.758362,439.600128,449.679626,449.679626,12090381666.0,Ethereum
2020-11-11,449.679657,473.578857,449.524933,462.960541,462.960541,14075403511.0,Ethereum
2020-11-12,462.959534,467.677826,452.072418,461.00528,461.00528,12877327234.0,Ethereum
2020-11-13,461.005493,475.217255,457.29824800000006,474.626434,474.626434,13191505725.0,Ethereum
2020-11-14,474.626434,475.161438,452.986084,460.149841,460.149841,10312037942.0,Ethereum
2020-11-15,460.149902,460.99408,440.254333,447.5590820000001,447.5590820000001,10308617165.0,Ethereum
2020-11-16,447.55899000000005,463.831024,445.501617,459.940308,459.940308,11441239444.0,Ethereum
2020-11-17,464.406647,482.232208,460.77661100000006,480.36007699999993,480.36007699999993,14593057877.0,Ethereum
2020-11-18,480.346832,491.999908,465.830963,479.48407,479.48407,17880199224.0,Ethereum
2020-11-19,479.481018,480.121735,465.704254,471.630432,471.630432,12473929218.0,Ethereum
2020-11-20,471.63147,513.6103519999998,471.63147,509.744568,509.744568,18629943296.0,Ethereum
2020-11-21,509.74459800000005,550.227417,504.237762,549.486633,549.486633,20757099184.0,Ethereum
2020-11-22,549.486633,579.3724980000002,514.517212,558.068115,558.068115,21967049601.0,Ethereum
2020-11-23,558.0595089999998,609.98761,551.265259,608.454041,608.454041,27272302872.0,Ethereum
2020-11-24,608.522766,621.173401,593.835144,603.897766,603.897766,23281758100.0,Ethereum
2020-11-25,603.902039,605.094177,559.671387,570.686646,570.686646,20088492893.0,Ethereum
2020-11-26,570.5148929999998,575.641479,485.497314,518.801147,518.801147,31104004592.0,Ethereum
2020-11-27,519.1080929999998,530.777161,497.24261500000006,517.493713,517.493713,16831105703.0,Ethereum
2020-11-28,517.597351,548.0448610000002,508.125366,538.229797,538.229797,14770243833.0,Ethereum
2020-11-29,538.264587,576.602417,531.9875490000002,575.758057,575.758057,15017517758.0,Ethereum
2020-11-30,575.75708,615.24054,571.537781,614.842529,614.842529,20276867833.0,Ethereum
2020-12-01,615.0703129999998,635.160583,571.753967,587.324158,587.324158,27178964465.0,Ethereum
2020-12-02,587.2615969999998,604.022461,578.741028,598.352356,598.352356,16883292129.0,Ethereum
2020-12-03,598.459229,622.452698,588.346375,616.70874,616.70874,16146190946.0,Ethereum
2020-12-04,616.7227780000002,618.983154,569.283508,569.354187,569.354187,16337589997.0,Ethereum
2020-12-05,569.3476559999998,596.595459,563.106628,596.595459,596.595459,13498010566.0,Ethereum
2020-12-06,596.568665,606.791931,584.411743,601.908997,601.908997,11290893016.0,Ethereum
2020-12-07,601.7971190000002,602.917908,585.42865,591.843384,591.843384,10720480962.0,Ethereum
2020-12-08,591.900818,594.751587,552.469238,554.827759,554.827759,14398919320.0,Ethereum
2020-12-09,554.792908,577.288391,532.998413,573.479126,573.479126,15855915840.0,Ethereum
2020-12-10,573.5040280000002,574.600159,549.784058,559.678528,559.678528,11672582040.0,Ethereum
2020-12-11,559.679199,560.376709,537.811646,545.797363,545.797363,11098819124.0,Ethereum
2020-12-12,545.578552,573.339417,545.245605,568.567322,568.567322,8534557897.0,Ethereum
2020-12-13,568.609863,593.78125,564.565979,589.663208,589.663208,9070377862.0,Ethereum
2020-12-14,589.782471,590.492981,577.118408,586.011169,586.011169,8125837102.0,Ethereum
2020-12-15,586.02179,596.247742,580.628784,589.355591,589.355591,9326645840.0,Ethereum
2020-12-16,589.378662,636.64032,582.039124,636.181824,636.181824,15817248373.0,Ethereum
2020-12-17,636.154175,673.834229,628.7493900000002,642.868958,642.868958,25479532147.0,Ethereum
2020-12-18,642.9169919999998,662.6990969999998,632.356079,654.811951,654.811951,15756303983.0,Ethereum
2020-12-19,654.6242070000002,668.769592,646.616211,659.297913,659.297913,12830893778.0,Ethereum
2020-12-20,659.185059,659.9237059999998,625.0144650000002,638.290833,638.290833,13375855442.0,Ethereum
2020-12-21,638.315186,646.846558,600.83606,609.817871,609.817871,14419493621.0,Ethereum
2020-12-22,609.420532,635.076599,589.5520019999999,634.854187,634.854187,14745890080.0,Ethereum
2020-12-23,634.824585,637.122803,560.3642580000002,583.7146,583.7146,15261413038.0,Ethereum
2020-12-24,584.13562,613.815186,568.596375,611.607178,611.607178,14317413703.0,Ethereum
2020-12-25,611.554565,633.0614009999998,605.424438,626.410706,626.410706,13520927700.0,Ethereum
2020-12-26,626.4980469999998,650.721436,617.4021,635.835815,635.835815,14761125202.0,Ethereum
2020-12-27,635.887146,711.393555,628.334961,682.642334,682.642334,26093552821.0,Ethereum
2020-12-28,683.205811,745.877747,683.205811,730.397339,730.397339,24222565862.0,Ethereum
2020-12-29,730.358704,737.9528809999998,692.149414,731.520142,731.520142,18710683199.0,Ethereum
2020-12-30,731.472839,754.303223,720.988892,751.618958,751.618958,17294574210.0,Ethereum
2020-12-31,751.626648,754.299438,726.511902,737.803406,737.803406,13926846861.0,Ethereum
2021-01-01,737.708374,749.2018429999998,719.792236,730.367554,730.367554,13652004358.0,Ethereum
2021-01-02,730.402649,786.798462,718.1094969999998,774.534973,774.534973,19740771179.0,Ethereum
2021-01-03,774.511841,1006.565002,771.561646,975.50769,975.50769,45200463368.0,Ethereum
2021-01-04,977.058838,1153.189209,912.305359,1040.233032,1040.233032,56945985763.0,Ethereum
2021-01-05,1041.498779,1129.37146,986.811279,1100.0061039999996,1100.0061039999996,41535932781.0,Ethereum
2021-01-06,1101.005005,1209.428589,1064.233398,1207.112183,1207.112183,44699914188.0,Ethereum
2021-01-07,1208.0783689999996,1282.57959,1167.443115,1225.678101,1225.678101,40468027280.0,Ethereum
2021-01-08,1225.967896,1273.827515,1076.081543,1224.197144,1224.197144,44334826666.0,Ethereum
2021-01-09,1223.7404789999996,1303.871826,1182.270386,1281.077271,1281.077271,33233105361.0,Ethereum
2021-01-10,1280.871094,1347.926147,1194.715576,1262.246704,1262.246704,40616938053.0,Ethereum
2021-01-11,1261.622925,1261.622925,924.922607,1090.145386,1090.145386,60733630300.0,Ethereum
2021-01-12,1088.526733,1149.240234,1012.76416,1043.43457,1043.43457,37494601692.0,Ethereum
2021-01-13,1043.740967,1134.338501,994.549072,1130.73938,1130.73938,30109792795.0,Ethereum
2021-01-14,1130.231201,1244.163086,1093.060791,1218.453003,1218.453003,33410915929.0,Ethereum
2021-01-15,1221.877197,1250.505859,1090.721069,1171.834595,1171.834595,35972039310.0,Ethereum
2021-01-16,1171.443115,1290.053589,1157.623779,1233.537598,1233.537598,32319240157.0,Ethereum
2021-01-17,1233.4533689999996,1265.6446529999996,1174.38855,1230.172241,1230.172241,29258032819.0,Ethereum
2021-01-18,1230.313232,1259.450073,1187.311035,1257.279541,1257.279541,25817455560.0,Ethereum
2021-01-19,1257.43457,1432.300049,1254.522949,1377.295898,1377.295898,47195935190.0,Ethereum
2021-01-20,1375.248413,1405.744141,1243.299927,1382.274048,1382.274048,46784030909.0,Ethereum
2021-01-21,1382.684448,1382.684448,1098.476196,1121.570923,1121.570923,45932464754.0,Ethereum
2021-01-22,1118.889038,1271.687622,1046.596558,1236.512207,1236.512207,43918338506.0,Ethereum
2021-01-23,1235.267944,1272.151123,1200.893311,1230.990601,1230.990601,27253895441.0,Ethereum
2021-01-24,1231.210571,1395.111328,1225.274048,1391.609375,1391.609375,36418163554.0,Ethereum
2021-01-25,1390.639893,1467.7849119999996,1304.973999,1324.414795,1324.414795,43565777745.0,Ethereum
2021-01-26,1323.741699,1376.085083,1253.340332,1357.058105,1357.058105,41572917750.0,Ethereum
2021-01-27,1358.333374,1368.0740970000004,1215.311279,1253.187134,1253.187134,39394416990.0,Ethereum
2021-01-28,1251.279785,1321.6130369999996,1226.17395,1298.101807,1298.101807,39790481941.0,Ethereum
2021-01-29,1369.086792,1428.981201,1292.240112,1382.522827,1382.522827,53611955259.0,Ethereum
2021-01-30,1382.231934,1402.39978,1328.529053,1376.1154789999996,1376.1154789999996,30616574234.0,Ethereum
2021-01-31,1376.823608,1378.916016,1288.501587,1314.986206,1314.986206,25198853581.0,Ethereum
2021-02-01,1314.855225,1373.845825,1274.357788,1369.040527,1369.040527,29210670920.0,Ethereum
2021-02-02,1369.505127,1542.990967,1362.77124,1515.193726,1515.193726,45437142801.0,Ethereum
2021-02-03,1514.7696529999996,1660.909546,1510.0102539999998,1660.909546,1660.909546,41874566399.0,Ethereum
2021-02-04,1661.170166,1689.186646,1561.853516,1594.762695,1594.762695,44396871836.0,Ethereum
2021-02-05,1594.793335,1756.510986,1594.793335,1718.6508789999998,1718.6508789999998,40108628454.0,Ethereum
2021-02-06,1717.797485,1738.3144530000004,1649.068726,1677.846802,1677.846802,39873420648.0,Ethereum
2021-02-07,1677.6057130000004,1690.0366210000002,1501.7502439999996,1614.227783,1614.227783,39889440151.0,Ethereum
2021-02-08,1613.642212,1770.59082,1571.579956,1746.616821,1746.616821,48012285956.0,Ethereum
2021-02-09,1746.926147,1815.963623,1711.620605,1768.035034,1768.035034,44180727529.0,Ethereum
2021-02-10,1768.039795,1826.696777,1686.542358,1744.2434079999996,1744.2434079999996,41916084617.0,Ethereum
2021-02-11,1743.714233,1806.539063,1708.679199,1783.7979739999996,1783.7979739999996,36021495262.0,Ethereum
2021-02-12,1783.489136,1861.356934,1744.168945,1843.532593,1843.532593,37905036865.0,Ethereum
2021-02-13,1843.986816,1871.603516,1770.612061,1814.109863,1814.109863,35359490535.0,Ethereum
2021-02-14,1814.372314,1848.154053,1789.914185,1805.084106,1805.084106,31439114900.0,Ethereum
2021-02-15,1804.676758,1833.830566,1683.906616,1779.791016,1779.791016,38955610883.0,Ethereum
2021-02-16,1778.945557,1824.518677,1729.641968,1781.067505,1781.067505,34269369268.0,Ethereum
2021-02-17,1781.350098,1853.667603,1736.705811,1848.458252,1848.458252,35955412703.0,Ethereum
2021-02-18,1848.206299,1949.9034420000007,1848.206299,1937.449219,1937.449219,28255902969.0,Ethereum
2021-02-19,1938.859863,1969.546997,1896.684448,1960.164795,1960.164795,26268814253.0,Ethereum
2021-02-20,1959.902954,2036.286499,1830.531494,1919.534058,1919.534058,34696091102.0,Ethereum
2021-02-21,1918.673096,1974.259644,1890.368164,1935.601074,1935.601074,23626547717.0,Ethereum
2021-02-22,1935.557861,1936.453735,1580.626587,1781.99292,1781.99292,42409646036.0,Ethereum
2021-02-23,1781.4090579999993,1781.4090579999993,1378.840942,1570.203979,1570.203979,52029864713.0,Ethereum
2021-02-24,1571.47644,1710.983765,1511.018921,1626.575684,1626.575684,31329000537.0,Ethereum
2021-02-25,1625.393921,1670.2241210000002,1465.05896,1475.703735,1475.703735,24481681873.0,Ethereum
2021-02-26,1478.65332,1559.028931,1407.979248,1446.033691,1446.033691,31435997881.0,Ethereum
2021-02-27,1446.929443,1524.932373,1433.786987,1459.973145,1459.973145,20742103233.0,Ethereum
2021-02-28,1459.860474,1468.391479,1300.472168,1416.04895,1416.04895,27637026080.0,Ethereum
2021-03-01,1417.151123,1567.69458,1416.416138,1564.707642,1564.707642,24032838645.0,Ethereum
2021-03-02,1564.063477,1597.610107,1461.325439,1492.608765,1492.608765,22523669722.0,Ethereum
2021-03-03,1491.451172,1650.360596,1481.905762,1575.853149,1575.853149,22674780680.0,Ethereum
